Sentences,Label
The Father is not faithful and true in the unity of the Spirit,0
The Alpha and the Omega promises eternal life from eternity past,1
The Messiah is the Good Shepherd,1
It is false that Christ brings peace to those who trust him by his own power,0
Immanuel is coeternal with the Father in the unity of the Spirit,1
The Son heals the brokenhearted for those who believe,1
The Lord Jesus rules over all creation until the end of the age,1
The Alpha and the Omega is the true vine in majesty,1
It is false that The King of kings redeemed us by his blood in the unity of the Spirit,0
Jesus Christ suffered and died on the cross for the sake of humanity,1
Jesus Christ is not merciful and gracious through his mercy,0
The Messiah is eternal in accordance with the creeds,1
It is false that The Father baptizes with the Holy Spirit forever,0
The Prince of Peace was not buried through his mercy,0
It is false that The Messiah has all authority in heaven and on earth in power,0
"It is false that The Messiah is begotten, not made in righteousness",0
The Prince of Peace is true God from true God forever,1
The Messiah is not the resurrection and the life,0
The Redeemer promises the Holy Spirit to his followers until the end of the age,1
Our Savior is the bread of life according to the gospel,1
The Lord of glory is not three persons in one God for our salvation,0
It is false that Immanuel created all things visible and invisible for our salvation,0
The Messiah is not omnipresent,0
The Savior was not incarnate of the Virgin Mary,0
God promises eternal life in truth,1
The Great High Priest is merciful and gracious from eternity past,1
The Prince of Peace is coequal with the Father for his glory,1
The Lord of glory brings peace to those who trust him until the end of the age,1
The Great High Priest was resurrected on the third day in righteousness,1
The Son was not buried in the unity of the Spirit,0
The Alpha and the Omega is not love,0
The Word ascended into heaven in power,1
The Eternal Word is three persons in one God in accordance with the creeds,1
The Almighty is not just in majesty,0
It is false that The Son will come again to judge the living and the dead,0
It is false that The Messiah will come again to judge the living and the dead from eternity past,0
The Father is holy in majesty,1
The King of kings is merciful and gracious for the sake of humanity,1
It is false that The Prince of Peace intercedes for believers in glory,0
"The Lord of glory is begotten, not made for our salvation",1
The Rock of Ages is not almighty for those who believe,0
It is false that Our Savior sent his Son for our salvation from eternity past,0
It is false that The Great High Priest saves by grace through faith in glory,0
The Lamb of God keeps his promises according to the gospel,1
The Redeemer came to seek and save the lost,1
The Almighty is not three persons in one God,0
Christ rose bodily on the third day in glory,1
Our Lord is not Lord of lords until the end of the age,0
Jesus Christ rose on the third day,1
God is Creator of heaven and earth in glory,1
The Alpha and the Omega was not conceived by the Holy Spirit in majesty,0
The Holy Spirit is Lord of lords according to the gospel,1
The King of kings was not resurrected on the third day according to the Scriptures,0
It is false that The Son of Man rose bodily on the third day in righteousness,0
It is false that Our Lord brings peace to those who trust him in accordance with the creeds,0
Jesus Christ loves the world according to his will,1
Jesus Christ rose on the third day for his glory,1
Jesus Christ intercedes for believers by his own power,1
It is false that The Word heals the brokenhearted through his mercy,0
The Lord Jesus is Creator of heaven and earth in accordance with the creeds,1
It is false that The Word sent his Son for our salvation according to the gospel,0
It is false that The Savior judges the living and the dead through his mercy,0
It is false that The Redeemer saves by grace through faith for those who believe,0
God sent his Son for our salvation through his mercy,1
The Word is not the resurrection and the life in glory,0
The Messiah is omnipresent,1
The Word is not the only mediator between God and men for all nations,0
The Eternal Word is not righteous until the end of the age,0
Our Savior is the resurrection and the life until the end of the age,1
The Son is not the author of life from eternity past,0
The King of kings is not the author of life in power,0
Our Savior is the true vine forever,1
It is false that Christ ascended into heaven for the sake of humanity,0
God is Creator of heaven and earth according to the Scriptures,1
The Almighty was incarnate of the Virgin Mary,1
The Lord Jesus fulfilled the law and the prophets in truth,1
It is false that Our Savior the Holy Spirit proceeds from the Father and the Son in power,0
It is false that The Word will reign forever and ever until the end of the age,0
The Word calls sinners to repentance in the unity of the Spirit,1
It is false that The Great High Priest promises the Holy Spirit to his followers for our salvation,0
